"Outcome","ID","bp_genA","bp_genT","bp_genC","bp_genG","bp_genome_total","fr_genA","fr_genT","fr_genC","fr_genG","genomic_topological_entropy_score","genomic_chargaff_score_pf","genomic_chargaff_score_ct","genomic_shannon_score","n_cds_plus","n_cds_minus","n_cds_total","bp_cdsA","bp_cdsT","bp_cdsC","bp_cdsG","bp_cds_total","fr_cdsA","fr_cdsT","fr_cdsC","fr_cdsG","cds_topological_entropy_score","cds_chargaff_score_pf","cds_chargaff_score_ct","cds_shannon_score","n_ncRNA_plus","n_ncRNA_minus","n_ncRNA_total","bp_ncRNA_A","bp_ncRNA_T","bp_ncRNA_C","bp_ncRNA_G","bp_ncRNA_total","fr_ncRNA_A","fr_ncRNA_T","fr_ncRNA_C","fr_ncRNA_G","ncRNA_topological_entropy_score","ncRNA_chargaff_score_pf","ncRNA_chargaff_score_ct","ncRNA_shannon_score","n_tRNA_plus","n_tRNA_minus","n_tRNA_total","bp_tRNA_A","bp_tRNA_T","bp_tRNA_C","bp_tRNA_G","bp_tRNA_total","fr_tRNA_A","fr_tRNA_T","fr_tRNA_C","fr_tRNA_G","tRNA_topological_entropy_score","tRNA_chargaff_score_pf","tRNA_chargaff_score_ct","tRNA_shannon_score","n_rRNA_plus","n_rRNA_minus","n_rRNA_total","bp_rRNA_A","bp_rRNA_T","bp_rRNA_C","bp_rRNA_G","bp_rRNA_total","fr_rRNA_A","fr_rRNA_T","fr_rRNA_C","fr_rRNA_G","rRNA_topological_entropy_score","rRNA_chargaff_score_pf","rRNA_chargaff_score_ct","rRNA_shannon_score"
"Bacteria","NZ_CP027786",857781,858458,506468,498267,2720974,0.32,0.32,0.19,0.18,0.9445,0.0086,0.9915,1.9501,1059,1128,2187,659429,581141,331257,417104,1988931,0.34,0.29,0.16,0.21,0.8965,0.2431,0.7907,1.9345,2,1,3,197,179,119,164,659,0.29,0.27,0.18,0.27,0.8852,0.3111,0.7444,1.9623,29,34,63,989,1102,1221,1474,4786,0.21,0.23,0.26,0.31,0.8895,0.1867,0.8351,1.9729,9,6,15,6096,4603,5198,7066,22963,0.25,0.21,0.24,0.3,0.924,0.2254,0.8008,1.9836
"Bacteria","NZ_CP084701",582824,575901,354734,356709,1870168,0.31,0.31,0.19,0.19,0.944,0.0088,0.9913,1.9583,862,778,1640,441866,432967,258029,301402,1434264,0.31,0.3,0.18,0.21,0.8945,0.1874,0.8358,1.9458,1,1,2,138,109,86,122,455,0.29,0.26,0.18,0.27,0.8977,0.3198,0.7315,1.9709,29,16,45,724,816,895,1077,3512,0.2,0.23,0.26,0.31,0.885,0.1889,0.8323,1.9709,3,3,6,2558,2131,1850,2601,9140,0.27,0.24,0.21,0.28,0.9134,0.1977,0.8246,1.9904
"Bacteria","NZ_CP010028",574916,575936,1192137,1188454,3531443,0.16,0.16,0.34,0.34,0.9258,0.0024,0.9976,1.9107,1597,1553,3150,491275,458335,999141,1026550,2975301,0.17,0.16,0.33,0.34,0.8778,0.1577,0.8622,1.8938,1,1,2,108,65,169,198,540,0.2,0.13,0.31,0.37,0.8586,0.2894,0.7553,1.8987,25,21,46,736,751,989,1113,3589,0.2,0.21,0.28,0.31,0.8868,0.1334,0.8794,1.9688,4,3,7,2635,1979,2573,3367,10554,0.24,0.17,0.27,0.32,0.8949,0.2935,0.7469,1.9552
"Bacteria","NZ_CP027846",883170,876884,432000,438137,2630191,0.34,0.33,0.16,0.17,0.9396,0.0106,0.9894,1.9158,1237,1076,2313,723806,612666,303275,379460,2019207,0.36,0.3,0.15,0.19,0.8877,0.2501,0.7849,1.9003,2,1,3,248,234,157,203,842,0.29,0.28,0.19,0.24,0.9116,0.1993,0.8258,1.9735,48,13,61,965,1046,1270,1426,4707,0.21,0.22,0.27,0.3,0.8877,0.1457,0.8684,1.9715,9,13,22,8805,7061,6861,9518,32245,0.26,0.22,0.23,0.29,0.9219,0.2034,0.8193,1.9879
"Bacteria","NZ_CP073066",693844,699280,560086,555362,2508572,0.28,0.28,0.22,0.22,0.9503,0.0081,0.9919,1.9911,946,1097,2043,532368,492356,415458,437962,1878144,0.29,0.26,0.22,0.23,0.9044,0.169,0.8499,1.9801,1,1,2,124,116,93,127,460,0.26,0.24,0.22,0.28,0.9003,0.1595,0.8576,1.9904,39,24,63,993,1098,1197,1450,4738,0.21,0.23,0.25,0.31,0.8911,0.1749,0.8445,1.9771,9,6,15,6192,4933,5000,6928,23053,0.25,0.21,0.23,0.31,0.9161,0.2384,0.7887,1.9818
"Bacteria","NZ_CP045354",1433785,1444531,1757110,1759589,6395015,0.22,0.23,0.27,0.28,0.9535,0.0044,0.9956,1.9928,2675,2711,5386,1153266,1160364,1407806,1491163,5212599,0.22,0.22,0.27,0.28,0.9063,0.1336,0.8809,1.9837,2,1,3,136,103,202,225,666,0.19,0.16,0.32,0.33,0.8808,0.2956,0.7529,1.9149,39,23,62,940,979,1394,1563,4876,0.19,0.2,0.29,0.32,0.8902,0.1497,0.8654,1.9567,6,3,9,3252,2580,3081,4053,12966,0.23,0.18,0.28,0.31,0.8921,0.235,0.7905,1.9564
"Bacteria","NZ_CP041405",1535477,1530741,1766471,1779753,6612542,0.23,0.23,0.27,0.27,0.9544,0.0053,0.9947,1.9962,2595,2534,5129,1152102,1082594,1248432,1481302,4964430,0.24,0.22,0.25,0.29,0.9015,0.1959,0.8287,1.9715,2,1,3,199,196,200,261,856,0.23,0.24,0.23,0.3,0.9028,0.2298,0.7973,1.9835,45,37,82,1285,1327,1790,2014,6416,0.2,0.21,0.28,0.31,0.8922,0.1521,0.8628,1.9646,17,7,24,9469,7055,8326,11770,36620,0.24,0.19,0.25,0.32,0.9147,0.2418,0.7887,1.9669
"Bacteria","NC_017049",392728,395166,159646,162264,1109804,0.35,0.36,0.14,0.15,0.9293,0.0112,0.9888,1.8688,420,397,817,303140,269595,109135,141975,823845,0.37,0.33,0.13,0.17,0.8808,0.2405,0.7939,1.8647,1,2,3,189,185,113,151,638,0.28,0.31,0.17,0.24,0.8825,0.2905,0.7572,1.9584,19,14,33,546,603,670,772,2591,0.21,0.23,0.26,0.3,0.8933,0.1606,0.8563,1.9781,2,1,3,1254,1008,877,1236,4375,0.29,0.22,0.22,0.27,0.9018,0.2463,0.7858,1.9856
"Bacteria","NZ_LN831776",1937661,1945075,2014316,2022514,7919569,0.24,0.25,0.25,0.26,0.6667,0.0039,0.9961,1.9997,2904,3029,5933,1479685,1385451,1446264,1691922,6003322,0.25,0.23,0.24,0.28,0.9059,0.189,0.8344,1.9798,2,1,3,194,191,215,277,877,0.22,0.23,0.24,0.31,0.9004,0.2422,0.7887,1.9749,40,47,87,1338,1445,1837,2122,6742,0.2,0.21,0.27,0.31,0.8913,0.1795,0.8409,1.9616,15,12,27,10793,7823,9443,13305,41364,0.24,0.18,0.25,0.32,0.9125,0.2726,0.763,1.964
"Bacteria","NZ_CP069763",1092902,1092412,1212503,1204828,5078487,0.22,0.22,0.24,0.24,0.6079,0.0034,0.9966,1.9396,1905,2161,4066,896748,911107,990984,1095027,3893873,0.24,0.24,0.25,0.28,0.9068,0.1532,0.8642,1.9857,6,3,9,336,261,379,428,1404,0.24,0.19,0.27,0.3,0.8662,0.2304,0.8051,1.9622,39,44,83,1282,1384,1830,2003,6499,0.2,0.21,0.28,0.31,0.8865,0.1609,0.8555,1.9651,15,10,25,9469,7489,8116,11448,36602,0.23,0.19,0.25,0.32,0.9051,0.2353,0.792,1.9638
"Bacteria","NZ_CP121659",757807,756597,1231952,1224019,3970375,0.19,0.19,0.31,0.31,0.9379,0.004,0.996,1.959,1799,1668,3467,601984,596345,1017745,994352,3210426,0.19,0.19,0.31,0.31,0.8924,0.1357,0.8795,1.9486,1,2,3,141,86,208,221,656,0.21,0.14,0.33,0.33,0.8741,0.2765,0.7712,1.9112,30,24,54,793,831,1231,1378,4233,0.19,0.2,0.29,0.33,0.883,0.1481,0.8668,1.9491,3,6,9,3398,2723,3153,4217,13491,0.22,0.2,0.26,0.32,0.9013,0.2289,0.7963,1.9656
"Bacteria","NZ_CP070619",1422584,1411055,2952684,2944451,8730774,0.16,0.16,0.34,0.34,0.9254,0.0055,0.9946,1.9093,3839,3758,7597,1227004,1193614,2626757,2529788,7577163,0.16,0.16,0.34,0.33,0.8793,0.1418,0.8736,1.8988,1,1,2,94,69,173,197,533,0.16,0.13,0.33,0.37,0.8615,0.1479,0.8694,1.8661,20,29,49,678,758,1076,1214,3726,0.18,0.2,0.29,0.33,0.8864,0.1909,0.8323,1.946,6,6,12,4532,3717,4518,6311,19078,0.23,0.17,0.27,0.33,0.8922,0.2925,0.7588,1.9459
"Bacteria","NC_008709",1366257,1365568,912356,915417,4559598,0.3,0.3,0.2,0.2,0.9524,0.0019,0.9981,1.9715,1733,1739,3472,1000467,968718,640336,749978,3359499,0.3,0.29,0.19,0.22,0.9026,0.1751,0.8459,1.961,1,2,3,168,151,148,183,650,0.25,0.24,0.23,0.27,0.8969,0.245,0.7882,1.9842,46,39,85,1404,1501,1787,1966,6658,0.21,0.23,0.27,0.29,0.8931,0.1433,0.8718,1.9754,19,12,31,12277,10154,9599,13634,45664,0.25,0.22,0.23,0.29,0.9184,0.1832,0.8399,1.9878
"Bacteria","NZ_CP124538",839617,845407,452663,457712,2595399,0.32,0.33,0.17,0.18,0.9392,0.009,0.9911,1.9347,1185,1167,2352,694000,639727,334172,411510,2079409,0.34,0.31,0.16,0.2,0.8884,0.2275,0.8045,1.9206,2,1,3,192,172,122,176,662,0.27,0.29,0.18,0.26,0.9032,0.2868,0.7559,1.9715,31,32,63,972,1113,1183,1462,4730,0.21,0.24,0.25,0.31,0.8863,0.2072,0.8182,1.9722,4,15,19,7628,6021,5693,8158,27500,0.26,0.23,0.21,0.29,0.9106,0.2363,0.7941,1.9864
"Bacteria","NZ_CP072943",572664,546850,996777,992046,3108337,0.18,0.18,0.32,0.32,0.9246,0.0254,0.9751,1.9427,906,1529,2435,416740,444508,829919,746594,2437761,0.17,0.19,0.33,0.31,0.8812,0.1875,0.8376,1.9229,1,2,3,128,101,171,213,613,0.2,0.17,0.29,0.34,0.8813,0.2121,0.8145,1.9347,22,29,51,757,780,1181,1303,4021,0.19,0.19,0.29,0.32,0.8861,0.1321,0.8805,1.9498,6,6,12,4583,3177,4429,6315,18504,0.23,0.17,0.26,0.35,0.9148,0.3074,0.7352,1.9485
"Bacteria","NZ_CP107077",1027002,1025679,1319014,1317759,4689454,0.22,0.22,0.28,0.28,0.9482,0.0011,0.9989,1.9888,2106,2015,4121,848578,847351,1106493,1178320,3980742,0.22,0.22,0.27,0.29,0.9016,0.1445,0.8722,1.9731,3,5,8,319,247,355,400,1321,0.24,0.2,0.26,0.29,0.8827,0.2382,0.7969,1.9616,34,48,82,1273,1365,1821,1982,6441,0.2,0.21,0.28,0.31,0.887,0.154,0.8607,1.9654,7,15,22,8192,6417,7324,10138,32071,0.24,0.18,0.26,0.32,0.9107,0.2393,0.789,1.9625
"Bacteria","NZ_CP039887",551242,558035,539359,547023,2195659,0.25,0.25,0.25,0.25,0.9455,0.0132,0.9869,1.9999,910,1026,1936,467409,417995,475624,450789,1811817,0.26,0.24,0.26,0.25,0.898,0.222,0.8091,1.9778,1,2,3,151,113,172,204,640,0.21,0.18,0.28,0.32,0.8879,0.2336,0.801,1.9419,25,34,59,893,1012,1267,1441,4613,0.19,0.22,0.28,0.31,0.8934,0.156,0.8613,1.965,3,9,12,4856,3828,3960,5532,18176,0.25,0.21,0.24,0.29,0.9155,0.2237,0.8025,1.984
"Bacteria","NZ_CP065720",801438,800318,1399101,1393829,4394686,0.18,0.18,0.32,0.32,0.9371,0.0026,0.9974,1.9463,2009,1919,3928,687109,669259,1218214,1198614,3773196,0.18,0.18,0.32,0.32,0.8882,0.1549,0.8638,1.934,2,1,3,136,116,171,213,636,0.2,0.18,0.28,0.35,0.8823,0.1552,0.8646,1.9379,30,31,61,921,995,1388,1527,4831,0.19,0.21,0.29,0.32,0.8895,0.1341,0.8783,1.9587,6,6,12,4713,3817,3991,5653,18174,0.26,0.21,0.24,0.3,0.9109,0.2239,0.8039,1.9837
"Bacteria","NZ_CP046884",621200,621137,688185,687475,2617997,0.24,0.24,0.26,0.26,0.9586,6e-04,0.9994,1.9981,1133,1189,2322,513805,542078,584090,604345,2244318,0.23,0.24,0.26,0.27,0.9126,0.1554,0.8622,1.9869,1,1,2,118,90,127,170,505,0.22,0.19,0.27,0.33,0.8916,0.224,0.8039,1.9613,27,22,49,676,790,1060,1220,3746,0.18,0.21,0.28,0.33,0.8879,0.2081,0.8193,1.9484,6,6,12,4200,4587,3785,6432,19004,0.2,0.24,0.21,0.35,0.906,0.3577,0.7112,1.957
"Bacteria","NZ_CP070366",1194410,1202985,1541055,1551932,5490382,0.22,0.22,0.28,0.28,0.8557,0.0071,0.9929,1.9884,2083,2021,4104,845951,843180,1162499,1199669,4051299,0.21,0.21,0.28,0.29,0.9014,0.1526,0.865,1.9705,2,1,3,184,167,191,237,779,0.24,0.22,0.24,0.3,0.8985,0.1557,0.8579,1.9851,19,26,45,644,754,902,1101,3401,0.19,0.22,0.27,0.32,0.8858,0.2132,0.8137,1.962,3,3,6,2329,1724,2032,2887,8972,0.24,0.2,0.24,0.32,0.9073,0.253,0.7801,1.9742
"Bacteria","NZ_CP061947",1858450,1850459,1336213,1333857,6378979,0.29,0.29,0.21,0.21,0.9547,0.003,0.997,1.9808,2523,2406,4929,1577588,1406958,1001069,1221782,5207397,0.31,0.27,0.19,0.23,0.9054,0.2094,0.8178,1.966,1,1,2,129,112,117,154,512,0.23,0.21,0.25,0.31,0.8953,0.1801,0.8374,1.9767,15,27,42,655,757,787,987,3186,0.21,0.24,0.25,0.31,0.888,0.1944,0.8297,1.9743,3,6,9,3528,2696,3052,4266,13542,0.24,0.19,0.26,0.31,0.909,0.2159,0.811,1.9673
"Bacteria","NZ_CP070326",1392777,1394340,3509028,3561390,9857535,0.14,0.14,0.36,0.36,0.9185,0.008,0.9921,1.8591,3877,4022,7899,1117664,1076906,2951479,2728750,7874799,0.15,0.14,0.37,0.35,0.8655,0.1856,0.8386,1.8458,1,1,2,92,61,162,185,500,0.17,0.14,0.32,0.38,0.891,0.2734,0.7688,1.8777,42,28,70,918,1068,1508,1752,5246,0.18,0.2,0.29,0.33,0.8836,0.2024,0.8235,1.9411,9,12,21,7560,6698,7752,11373,33383,0.22,0.19,0.24,0.34,0.9089,0.234,0.795,1.9659
"Bacteria","NZ_AP024086",1163896,1156522,990696,996225,4307339,0.27,0.27,0.23,0.23,0.9529,0.006,0.9941,1.9957,1808,1796,3604,944526,878193,765277,850718,3438714,0.28,0.26,0.22,0.25,0.9051,0.2051,0.822,1.9802,2,1,3,148,132,156,192,628,0.23,0.21,0.26,0.3,0.8886,0.2702,0.7701,1.9589,27,26,53,787,850,1212,1325,4174,0.19,0.2,0.29,0.32,0.8887,0.1317,0.8808,1.9556,6,6,12,5046,4162,4014,5679,18901,0.25,0.22,0.23,0.3,0.912,0.2265,0.7994,1.9845
"Bacteria","NZ_CP084034",719123,730639,468324,457909,2375995,0.3,0.31,0.2,0.19,0.9394,0.0192,0.981,1.9646,1018,1028,2046,608722,513863,341777,408547,1872909,0.33,0.27,0.18,0.22,0.8934,0.23,0.8015,1.9474,2,2,4,187,157,157,200,701,0.26,0.21,0.24,0.29,0.8926,0.2266,0.8134,1.9746,28,33,61,982,1051,1297,1442,4772,0.21,0.22,0.27,0.3,0.8902,0.1383,0.8738,1.9742,4,9,13,5115,3779,3739,5404,18037,0.28,0.21,0.21,0.3,0.9135,0.3084,0.7338,1.9814
"Bacteria","NZ_CP018193",561285,555728,798450,792848,2708311,0.21,0.21,0.29,0.29,0.9426,0.0085,0.9915,1.9778,1097,1126,2223,435055,489292,652737,709525,2286609,0.19,0.21,0.29,0.31,0.8984,0.162,0.8569,1.9606,1,2,3,130,108,221,248,707,0.17,0.16,0.32,0.35,0.8751,0.1099,0.8997,1.9044,24,28,52,761,785,1185,1328,4059,0.19,0.19,0.29,0.33,0.8872,0.1634,0.856,1.9464,3,6,9,3201,2475,3129,4233,13038,0.23,0.18,0.26,0.32,0.9094,0.2323,0.7967,1.9665
"Bacteria","NZ_CP139725",597228,597275,1011270,1015572,3221345,0.19,0.19,0.31,0.32,0.9346,0.0022,0.9978,1.9513,1524,1532,3056,522626,516883,885800,914413,2839722,0.19,0.18,0.31,0.32,0.8903,0.1592,0.8609,1.9393,1,2,3,150,122,222,240,734,0.2,0.18,0.3,0.32,0.8961,0.1506,0.8657,1.9506,26,22,48,707,780,1047,1227,3761,0.19,0.21,0.28,0.33,0.881,0.1581,0.858,1.9546,9,3,12,4610,3727,4159,5418,17914,0.25,0.2,0.25,0.3,0.9138,0.1947,0.8256,1.9851
"Bacteria","NZ_CP044227",617482,621600,841152,837561,2917795,0.21,0.21,0.29,0.29,0.9472,0.0055,0.9946,1.9836,1207,1327,2534,500934,492728,704790,715036,2413488,0.21,0.21,0.29,0.3,0.8983,0.1662,0.8536,1.9632,2,1,3,173,142,227,275,817,0.21,0.18,0.28,0.33,0.8935,0.2307,0.801,1.9494,21,36,57,843,942,1262,1413,4460,0.19,0.21,0.28,0.32,0.8865,0.1515,0.8651,1.9608,3,6,9,3592,2691,2964,4198,13445,0.26,0.2,0.23,0.31,0.9183,0.2588,0.7733,1.9822
"Bacteria","NZ_CP011409",972883,975758,1505397,1511436,4965474,0.2,0.2,0.3,0.3,0.9385,0.0035,0.9965,1.9664,2120,2188,4308,837196,770728,1328354,1283393,4219671,0.2,0.19,0.31,0.3,0.8903,0.1565,0.862,1.9502,7,3,10,235,233,344,323,1135,0.19,0.21,0.33,0.27,0.8801,0.243,0.7883,1.9576,23,26,49,752,821,1075,1225,3873,0.19,0.21,0.28,0.32,0.8849,0.1454,0.8692,1.9633,3,3,6,2410,1916,1964,2749,9039,0.26,0.21,0.24,0.29,0.9221,0.2558,0.7747,1.9846
"Bacteria","NZ_CP038157",411364,409526,770764,771231,2362885,0.17,0.17,0.33,0.33,0.9355,0.0025,0.9975,1.9317,1081,1028,2109,351922,338583,692457,654317,2037279,0.17,0.17,0.34,0.32,0.8881,0.1592,0.8598,1.9164,1,1,2,100,81,141,181,503,0.19,0.18,0.28,0.35,0.881,0.2658,0.7662,1.9364,18,32,50,700,805,1069,1226,3800,0.18,0.21,0.28,0.32,0.8878,0.2068,0.8184,1.9523,6,6,12,4285,4198,4088,6342,18913,0.21,0.19,0.25,0.35,0.8964,0.2321,0.8024,1.9447
"Bacteria","NZ_CP015010",525401,530318,248916,239251,1543886,0.34,0.34,0.16,0.15,0.9323,0.0245,0.9759,1.9001,634,715,1349,444208,377126,168202,216890,1206426,0.37,0.31,0.14,0.18,0.8785,0.2545,0.7834,1.8763,1,1,2,149,135,83,122,489,0.28,0.28,0.17,0.27,0.8878,0.2987,0.7483,1.9668,20,14,34,540,613,689,805,2647,0.2,0.23,0.26,0.3,0.8895,0.1723,0.8481,1.9747,2,1,3,1214,975,873,1237,4299,0.28,0.22,0.21,0.28,0.9067,0.2467,0.7844,1.9861
"Bacteria","NZ_CP014070",1176085,1178831,1333967,1341795,5030678,0.23,0.23,0.27,0.27,0.9543,0.0041,0.9959,1.9971,2314,2208,4522,988945,980014,1110840,1226329,4306128,0.23,0.23,0.25,0.28,0.9058,0.1548,0.8629,1.982,2,5,7,273,214,308,369,1164,0.23,0.19,0.26,0.31,0.8773,0.2613,0.7794,1.9487,51,38,89,1377,1484,1961,2147,6969,0.2,0.21,0.28,0.31,0.8877,0.154,0.861,1.9654,15,7,22,8214,6532,7186,10136,32068,0.23,0.19,0.25,0.33,0.9109,0.2289,0.7974,1.9648
"Bacteria","NZ_CP039516",741425,734980,735977,740218,2952600,0.25,0.25,0.25,0.25,0.955,0.0072,0.9928,2,1247,1265,2512,615614,598893,597283,651024,2462814,0.25,0.24,0.24,0.26,0.9102,0.1542,0.8629,1.9884,1,2,3,133,131,176,221,661,0.19,0.21,0.27,0.33,0.896,0.2356,0.7959,1.9546,55,42,97,1529,1635,2132,2333,7629,0.2,0.21,0.28,0.31,0.8923,0.1302,0.8822,1.968,15,13,28,10599,8608,9089,12851,41147,0.25,0.2,0.24,0.31,0.9115,0.2203,0.8054,1.9799
"Bacteria","NZ_AP024563",562557,566229,1035739,1044165,3208690,0.18,0.18,0.32,0.33,0.9292,0.0073,0.9927,1.9356,1372,1421,2793,463563,472761,898444,869615,2704383,0.18,0.18,0.33,0.32,0.8837,0.1413,0.8745,1.9251,1,2,3,123,102,195,233,653,0.17,0.15,0.31,0.37,0.8669,0.1761,0.8434,1.8874,28,20,48,697,753,1102,1212,3764,0.18,0.2,0.29,0.32,0.8864,0.1324,0.8798,1.9523,3,6,9,3275,2484,3384,4471,13614,0.23,0.17,0.28,0.31,0.9155,0.2818,0.7535,1.9575
"Bacteria","NZ_CP101508",803144,804541,926920,922060,3456765,0.23,0.23,0.27,0.27,0.9486,0.0035,0.9965,1.9965,1340,1547,2887,641947,615560,728080,795530,2781117,0.24,0.22,0.26,0.28,0.9048,0.1793,0.8422,1.9786,2,1,3,149,124,176,218,667,0.22,0.19,0.27,0.33,0.8931,0.1764,0.8429,1.955,63,86,149,2335,2517,3294,3640,11786,0.2,0.21,0.28,0.31,0.888,0.1285,0.8833,1.9674,16,18,34,12779,10534,11289,15842,50444,0.25,0.2,0.25,0.31,0.9171,0.2184,0.8082,1.979
"Bacteria","NZ_LT906439",695572,693122,501148,494286,2384128,0.29,0.29,0.21,0.21,0.9514,0.0087,0.9914,1.9803,1002,1010,2012,542351,536596,373705,430841,1883493,0.29,0.29,0.19,0.23,0.9034,0.1877,0.836,1.9675,2,1,3,183,155,133,173,644,0.27,0.25,0.21,0.27,0.8893,0.2409,0.7927,1.9828,23,29,52,784,911,990,1235,3920,0.2,0.23,0.25,0.31,0.8888,0.2008,0.8249,1.9685,6,6,12,4985,3895,3888,5544,18312,0.26,0.22,0.22,0.3,0.9053,0.2386,0.7912,1.9863
"Bacteria","NZ_LS483383",575304,572903,427845,424299,2000351,0.29,0.29,0.21,0.21,0.9494,0.0063,0.9938,1.9841,866,937,1803,478350,461309,336157,390663,1666479,0.29,0.28,0.2,0.23,0.9,0.1965,0.8287,1.9679,2,1,3,188,163,129,175,655,0.27,0.25,0.2,0.27,0.8923,0.1954,0.8334,1.9839,42,16,58,882,1009,1120,1379,4390,0.2,0.23,0.26,0.31,0.889,0.1992,0.8262,1.9678,9,3,12,4931,3911,3857,5545,18244,0.27,0.22,0.22,0.3,0.9065,0.2569,0.7746,1.9857
"Bacteria","NZ_CP023422",1189618,1185408,1947683,1951369,6274078,0.19,0.19,0.31,0.31,0.9361,0.0027,0.9973,1.957,2642,2605,5247,1020141,946819,1702641,1681997,5351598,0.19,0.18,0.31,0.31,0.8875,0.1499,0.868,1.9398,2,1,3,141,119,163,194,617,0.22,0.2,0.28,0.31,0.8847,0.2044,0.8213,1.9612,42,49,91,1360,1543,1965,2245,7113,0.19,0.22,0.28,0.32,0.8876,0.1635,0.8544,1.9651,13,12,25,9678,7868,7769,10993,36308,0.26,0.21,0.24,0.28,0.9165,0.2495,0.78,1.9857
"Bacteria","NZ_CP064090",1456853,1453147,1587360,1590719,6088079,0.24,0.24,0.26,0.26,0.9524,0.0023,0.9977,1.9986,2502,2488,4990,1199711,1073447,1200688,1385383,4859229,0.25,0.23,0.24,0.28,0.9039,0.2113,0.8165,1.9803,1,3,4,249,224,234,323,1030,0.24,0.22,0.23,0.31,0.8961,0.2059,0.8206,1.9828,34,96,130,1998,2142,2802,3196,10138,0.2,0.21,0.28,0.31,0.8882,0.1602,0.8557,1.9637,9,29,38,15078,11469,13914,18760,59221,0.24,0.18,0.26,0.32,0.9119,0.2444,0.7849,1.9649
"Bacteria","NZ_CP114786",1286987,1294273,2047880,2065423,6694563,0.19,0.19,0.31,0.31,0.9411,0.0071,0.9929,1.9619,2790,2891,5681,1058393,1025113,1725758,1709467,5518731,0.19,0.19,0.31,0.31,0.8949,0.137,0.8783,1.9496,2,1,3,127,101,210,238,676,0.18,0.16,0.32,0.34,0.8696,0.2704,0.773,1.9048,58,18,76,1123,1217,1694,1911,5945,0.19,0.2,0.29,0.32,0.8875,0.1543,0.8617,1.9559,6,3,9,3246,2582,3085,4053,12966,0.23,0.18,0.28,0.31,0.8927,0.2346,0.7908,1.9564
"Bacteria","NZ_CP007229",384701,384822,157536,157390,1084449,0.35,0.35,0.15,0.15,0.9176,6e-04,0.9994,1.8692,404,286,690,352546,290913,133757,140871,918087,0.38,0.32,0.14,0.15,0.8771,0.1787,0.8423,1.8646,1,1,2,162,168,62,88,480,0.32,0.36,0.13,0.19,0.8927,0.2571,0.7812,1.8865,10,22,32,576,605,636,729,2546,0.23,0.24,0.25,0.29,0.8961,0.1648,0.8524,1.9842,1,2,3,1400,1114,838,1183,4535,0.33,0.24,0.18,0.24,0.9195,0.2755,0.7617,1.9638
"Bacteria","NZ_CP130043",1136017,1139526,1790744,1790852,5857139,0.19,0.19,0.31,0.31,0.9419,0.0016,0.9984,1.9638,2357,2629,4986,944555,902222,1524417,1486886,4858080,0.2,0.19,0.31,0.3,0.8947,0.159,0.8599,1.9496,2,1,3,144,119,164,203,630,0.21,0.19,0.27,0.33,0.8937,0.2469,0.7855,1.9572,39,35,74,1109,1223,1653,1797,5782,0.19,0.21,0.29,0.31,0.8918,0.1326,0.8806,1.962,9,13,22,8337,6799,6945,9857,31938,0.26,0.21,0.23,0.3,0.9052,0.2148,0.8107,1.9868
"Bacteria","NZ_CP141030",360851,362382,117773,116456,958349,0.38,0.38,0.12,0.12,0.9049,0.0077,0.9923,1.8023,353,378,731,353717,271151,90716,114504,830088,0.43,0.33,0.11,0.14,0.8562,0.286,0.7583,1.7816,1,1,2,123,101,58,80,362,0.32,0.29,0.16,0.23,0.8844,0.2414,0.79,1.951,25,4,29,500,526,593,660,2279,0.22,0.23,0.26,0.29,0.8947,0.1334,0.8783,1.9825,6,1,7,2698,2209,1740,2465,9112,0.3,0.25,0.2,0.25,0.925,0.2058,0.8183,1.983
"Bacteria","NZ_CP034395",988071,984583,1689162,1688182,5349998,0.18,0.18,0.32,0.32,0.9354,0.0021,0.9979,1.9497,2373,2168,4541,842264,803492,1505029,1430896,4581681,0.19,0.18,0.32,0.31,0.8864,0.156,0.8628,1.9334,1,2,3,135,111,167,198,611,0.21,0.18,0.29,0.32,0.887,0.2009,0.8211,1.9544,28,29,57,865,952,1252,1431,4500,0.19,0.21,0.28,0.32,0.8859,0.1505,0.8653,1.9617,3,6,9,3537,2780,2854,4011,13182,0.26,0.21,0.24,0.29,0.9221,0.2602,0.7713,1.9843
"Bacteria","NZ_CP073587",983863,991609,916980,920135,3812587,0.26,0.26,0.24,0.24,0.9547,0.0056,0.9944,1.999,1602,1579,3181,812630,805090,728922,825390,3172032,0.26,0.26,0.23,0.26,0.9105,0.1564,0.8609,1.9879,1,4,5,172,150,202,259,783,0.22,0.2,0.25,0.33,0.8836,0.228,0.8019,1.9579,55,39,94,1477,1605,2060,2220,7362,0.2,0.22,0.28,0.3,0.8893,0.1328,0.88,1.9708,13,9,22,8454,6671,6975,9852,31952,0.26,0.21,0.24,0.3,0.9134,0.2106,0.8155,1.9858
